0x2b2644886e81e9b7e597b1d9c80bbfb34a594d101abb73c8f646c85f4d3d0ad0,1603694005,2020-10-26 06:33:25,0x0000000000000000000000000000000000000000,0x6621ca7b8edeb023ff32816b3996abd0c77579dc,70,000,0xe20303b4f80ef868f653d1fed3f797b5116c3a2e,Debase,DEBASE
0x94cb993c0bccbc0a06791fdbc252efa5f2c71552af42fbb51e972811b51abd8e,1603701502,2020-10-26 08:38:22,0x313bbb5da55f6087f62dda5329b5e466698c4d48,0x6621ca7b8edeb023ff32816b3996abd0c77579dc,10,0x8ab3e1faeb44b51e003a8bf1338b090dd5247e50,Uniswap V2,UNI-V2
0x450dcbd6cd3014c57f952f1c386bfb155924af43d0a807198b2834ba0e6e761a,1603702306,2020-10-26 08:51:46,0x8acc5677f98b86c407bfa7861f53857430ba3904,0x6621ca7b8edeb023ff32816b3996abd0c77579dc,39.963896726334680075,0x8ab3e1faeb44b51e003a8bf1338b090dd5247e50,Uniswap V2,UNI-V2
0x9bdc785b6dfa0cb53930104472c14827e7cc63aa035014dc150b900a5f2c8f4f,1603702466,2020-10-26 08:54:26,0x313bbb5da55f6087f62dda5329b5e466698c4d48,0x6621ca7b8edeb023ff32816b3996abd0c77579dc,602.012201802725710029,0x8ab3e1faeb44b51e003a8bf1338b090dd5247e50,Uniswap V2,UNI-V2
0x78bcfb58b84ed7c9f3611475e407edfb078709dfe32716f65565f0c7f951750b,1603703393,2020-10-26 09:09:53,0x6621ca7b8edeb023ff32816b3996abd0c77579dc,0x313bbb5da55f6087f62dda5329b5e466698c4d48,230.389823207511439799,0xe20303b4f80ef868f653d1fed3f797b5116c3a2e,Debase,DEBASE
0xf4708b3b4e3867c54d835cf7aa51739ce3e8d45b5a069cec8fec01c75f3c65ca,1603703714,2020-10-26 09:15:14,0x6621ca7b8edeb023ff32816b3996abd0c77579dc,0x8acc5677f98b86c407bfa7861f53857430ba3904,27.610435019034136366,0xe20303b4f80ef868f653d1fed3f797b5116c3a2e,Debase,DEBASE
0x01dc890d7910bdc651f27ed8bbe0186aa4795b4bc3d099ab3eab19d7bf703b7f,1603703739,2020-10-26 09:15:39,0x313bbb5da55f6087f62dda5329b5e466698c4d48,0x6621ca7b8edeb023ff32816b3996abd0c77579dc,244.872288234848930751,0x8ab3e1faeb44b51e003a8bf1338b090dd5247e50,Uniswap V2,UNI-V2
0x4c05279def459e7dc0fc7cf9463bea04594b47ddb4b269b5bd942570e2dc541e,1603704706,2020-10-26 09:31:46,0x6621ca7b8edeb023ff32816b3996abd0c77579dc,0x313bbb5da55f6087f62dda5329b5e466698c4d48,168.613243901906066972,0xe20303b4f80ef868f653d1fed3f797b5116c3a2e,Debase,DEBASE
0x46450a0b3a45b8ce3f5917960f0d91f992d99baa941ccdc43e9bb3b9977ffbb6,1603705066,2020-10-26 09:37:46,0x313bbb5da55f6087f62dda5329b5e466698c4d48,0x6621ca7b8edeb023ff32816b3996abd0c77579dc,94.825275603601060963,0x8ab3e1faeb44b51e003a8bf1338b090dd5247e50,Uniswap V2,UNI-V2
0xa4e5da75563d6e86c793be435ea6c8e056826963421b9b12bfaf66d8b38f5102,1603705679,2020-10-26 09:47:59,0x8acc5677f98b86c407bfa7861f53857430ba3904,0x6621ca7b8edeb023ff32816b3996abd0c77579dc,210.512111839994355341,0x8ab3e1faeb44b51e003a8bf1338b090dd5247e50,Uniswap V2,UNI-V2
0x651622f4571c272e04bee535930853052cd61f3caf1f746a983bdea4b0c6f170,1603707583,2020-10-26 10:19:43,0x6621ca7b8edeb023ff32816b3996abd0c77579dc,0x313bbb5da55f6087f62dda5329b5e466698c4d48,329.415267624320950576,0xe20303b4f80ef868f653d1fed3f797b5116c3a2e,Debase,DEBASE
0x63a1cce035b200fbcf490c9ce299616bd03765e03341915bcf8b65b1bd6f8f63,1603707781,2020-10-26 10:23:01,0x313bbb5da55f6087f62dda5329b5e466698c4d48,0x6621ca7b8edeb023ff32816b3996abd0c77579dc,572.927125473268216733,0x8ab3e1faeb44b51e003a8bf1338b090dd5247e50,Uniswap V2,UNI-V2
0x33122b7fa47d9f5b8277b9ae205aeb4a845fda34734b0cee22feb93fd0bb8336,1603710055,2020-10-26 11:00:55,0x8acc5677f98b86c407bfa7861f53857430ba3904,0x6621ca7b8edeb023ff32816b3996abd0c77579dc,263.614266178010949481,0x8ab3e1faeb44b51e003a8bf1338b090dd5247e50,Uniswap V2,UNI-V2
0x9925f6074979c6b90ee88ec4758cf9280344b1e2900caee0358619bdb1b999d1,1603715919,2020-10-26 12:38:39,0x6621ca7b8edeb023ff32816b3996abd0c77579dc,0x313bbb5da55f6087f62dda5329b5e466698c4d48,877.05184157078886807,0xe20303b4f80ef868f653d1fed3f797b5116c3a2e,Debase,DEBASE
0x92cbec06c25fe867eaa233c7e13d945148346c8d68242e5b0a6235711f605ab9,1603716080,2020-10-26 12:41:20,0x313bbb5da55f6087f62dda5329b5e466698c4d48,0x6621ca7b8edeb023ff32816b3996abd0c77579dc,394.11209218290788179,0x8ab3e1faeb44b51e003a8bf1338b090dd5247e50,Uniswap V2,UNI-V2
0xdc6ea8d62d2339b57457ab393ecae0a908837f537487f53c52497f7c77d81381,1603737151,2020-10-26 18:32:31,0x62035454e0946741a1a94def938c093893bdf9de,0x6621ca7b8edeb023ff32816b3996abd0c77579dc,722.524593825824438985,0x8ab3e1faeb44b51e003a8bf1338b090dd5247e50,Uniswap V2,UNI-V2
0xff8a1a3e84cc98380217d1c56998e550dcf8d069485916467dfa0c28ec6bfab2,1603738931,2020-10-26 19:02:11,0x6621ca7b8edeb023ff32816b3996abd0c77579dc,0x313bbb5da55f6087f62dda5329b5e466698c4d48,2,406.416149545288340397,0xe20303b4f80ef868f653d1fed3f797b5116c3a2e,Debase,DEBASE
0xdc09c7f85251a68de203f12ac01b4b0d732f344b49eeb4102aba8c10d9ae2279,1603740576,2020-10-26 19:29:36,0xf8508c2e0780ccdc3658e96f1c299a7fae035f4c,0x6621ca7b8edeb023ff32816b3996abd0c77579dc,67.038087307487550452,0x8ab3e1faeb44b51e003a8bf1338b090dd5247e50,Uniswap V2,UNI-V2
0x037efbc49a8e869e5da7f9eb9522f6246347e31fbcb31eaaf629c7f2ffc628f5,1603740997,2020-10-26 19:36:37,0x876f5498c7b60ebeca2148b19d0455e69c2710eb,0x6621ca7b8edeb023ff32816b3996abd0c77579dc,71.447359728622231121,0x8ab3e1faeb44b51e003a8bf1338b090dd5247e50,Uniswap V2,UNI-V2
